Year,State,District,Agro-Climatic Zone,Crop,Season,Area (ha),Rainfall (mm),Irrigation (%),Soil Type,Fertilizer Use (kg/ha),Production (tonnes),crop_yield
2005,West Bengal,District_87,Northern Hill Zone,Maize,Kharif,102319,602.52,53.23,Sandy,191.4,158188,1.55
2007,Rajasthan,District_84,Upper Gangetic Plains,Wheat,Kharif,19950,838.17,90.82,Alluvial,259.3,77392,3.88
2014,Bihar,District_28,Cauvery Delta Zone,Wheat,Kharif,137887,1748.72,74.26,Laterite,199.52,343952,2.49
2014,West Bengal,District_58,Central Plateau and Hills,Cotton,Rabi,98348,918.53,85.09,Black,104.36,408886,4.16
2014,Uttar Pradesh,District_48,Upper Gangetic Plains,Sugarcane,Zaid,18355,961.16,71.83,Laterite,149.42,71748,3.91
2015,Uttar Pradesh,District_1,Trans-Gangetic Plains,Sugarcane,Kharif,59346,1829.57,85.02,Clay,263.45,219515,3.7
2000,Uttar Pradesh,District_75,East Coast Plains & Hills,Wheat,Zaid,41155,879.52,62.42,Alluvial,259.74,140054,3.4
2010,Uttar Pradesh,District_44,East Coast Plains & Hills,Wheat,Zaid,114161,1401.96,27.98,Laterite,260.42,381149,3.34
2004,Bihar,District_63,Lower Gangetic Plains,Cotton,Rabi,106229,1906.32,61.49,Laterite,184.4,165108,1.55
2004,Bihar,District_95,Western Dry Region,Cotton,Kharif,76753,1997,99.62,Clay,169.68,154901,2.02
2020,West Bengal,District_38,Upper Gangetic Plains,Sugarcane,Kharif,53144,1212.44,27.29,Laterite,150.48,140343,2.64
2005,Andhra Pradesh,District_9,Central Plateau and Hills,Sugarcane,Rabi,127034,1336.91,92.27,Clay,89.11,262445,2.07
2001,Karnataka,District_6,Central Plateau and Hills,Sugarcane,Kharif,65388,1038.63,49.39,Black,75.82,141030,2.16
2005,Rajasthan,District_70,Upper Gangetic Plains,Sugarcane,Rabi,111998,1574.82,27.27,Red,104.18,238538,2.13
2013,Bihar,District_52,Western Dry Region,Maize,Kharif,77551,1523.02,62.82,Red,97.24,178149,2.3
2010,Andhra Pradesh,District_67,Cauvery Delta Zone,Wheat,Rabi,92121,946.92,96.55,Clay,273.36,175206,1.9
2003,West Bengal,District_96,Western Dry Region,Maize,Rabi,43106,395.46,63.12,Red,234.45,191006,4.43
2008,Rajasthan,District_99,East Coast Plains & Hills,Rice,Zaid,53729,1364.44,54.31,Clay,129.17,132719,2.47
2002,Uttar Pradesh,District_16,Western Plateau,Sugarcane,Rabi,46912,357.4,21.56,Black,171.57,193390,4.12
2015,Bihar,District_2,Upper Gangetic Plains,Sugarcane,Kharif,25923,1385.39,98.98,Sandy,236.7,40482,1.56
2010,Uttar Pradesh,District_36,Lower Gangetic Plains,Wheat,Kharif,143959,1684.33,37.47,Sandy,267.16,488475,3.39
2003,Karnataka,District_71,East Coast Plains & Hills,Sugarcane,Kharif,94927,1279.98,98.12,Alluvial,133.02,362883,3.82
2000,Gujarat,District_35,Northern Hill Zone,Sugarcane,Rabi,132647,866.12,41.14,Clay,189.09,442836,3.34
2020,West Bengal,District_30,Cauvery Delta Zone,Maize,Kharif,38696,1155.95,54.84,Sandy,101.77,116417,3.01
2015,Rajasthan,District_45,Northern Hill Zone,Rice,Rabi,10951,910.44,23.62,Laterite,78.41,46356,4.23
2018,Bihar,District_46,Cauvery Delta Zone,Maize,Rabi,70900,488.43,60.05,Sandy,110.22,127426,1.8
2015,Gujarat,District_93,Western Plateau,Cotton,Rabi,70908,839.39,22.28,Red,200.64,290548,4.1
2010,Tamil Nadu,District_65,Western Dry Region,Sugarcane,Kharif,94897,1128.53,79.88,Clay,76.04,390466,4.11
2007,Andhra Pradesh,District_1,Northern Hill Zone,Maize,Rabi,30612,881.88,66.28,Red,84.07,132995,4.34
2000,Gujarat,District_57,Western Plateau,Wheat,Kharif,21231,338.98,28.06,Black,171.22,79861,3.76
2020,Karnataka,District_71,Northern Hill Zone,Rice,Kharif,60801,457.09,67.39,Red,244.6,94663,1.56
2008,West Bengal,District_67,Eastern Plateau and Hills,Rice,Zaid,115249,508.89,82.14,Black,73.13,239532,2.08
2011,Maharashtra,District_100,Lower Gangetic Plains,Wheat,Rabi,148085,1005.32,55.31,Red,91.97,483659,3.27
2007,Tamil Nadu,District_31,Western Plateau,Wheat,Kharif,117484,359.24,35.77,Red,66.64,441367,3.76
2016,Tamil Nadu,District_25,Western Plateau,Sugarcane,Kharif,25942,1113.56,87.7,Laterite,167.1,102614,3.96
2009,Maharashtra,District_47,Cauvery Delta Zone,Rice,Rabi,123298,405.42,37.55,Clay,214.73,222209,1.8
2006,Punjab,District_56,East Coast Plains & Hills,Wheat,Rabi,127335,1849.83,64.25,Red,274.47,528702,4.15
2018,Punjab,District_88,East Coast Plains & Hills,Cotton,Zaid,58812,1989.24,46.08,Red,92.58,116467,1.98
2005,Gujarat,District_1,Cauvery Delta Zone,Rice,Kharif,121230,945.83,44.39,Alluvial,258.94,481597,3.97
2020,Rajasthan,District_95,Northern Hill Zone,Wheat,Zaid,5158,1629.09,34.65,Clay,199.87,16308,3.16
2018,Karnataka,District_37,Eastern Plateau and Hills,Maize,Rabi,77279,1821.55,70.86,Black,276.95,189656,2.45
2017,Bihar,District_75,Trans-Gangetic Plains,Wheat,Rabi,11081,1737.3,89.56,Red,155.95,43761,3.95
2014,Gujarat,District_67,Lower Gangetic Plains,Rice,Kharif,128123,1247.49,21,Black,149.56,271569,2.12
2001,Punjab,District_12,Lower Gangetic Plains,Sugarcane,Zaid,15950,1070.39,45.41,Clay,146.2,27486,1.72
2013,Punjab,District_20,Northern Hill Zone,Cotton,Zaid,104184,852.2,85.64,Black,224.54,247085,2.37
2020,Andhra Pradesh,District_30,Lower Gangetic Plains,Wheat,Zaid,65224,447.94,74.32,Red,97.46,285738,4.38
2009,West Bengal,District_74,Cauvery Delta Zone,Rice,Zaid,24557,1949.7,30.49,Red,73.63,38202,1.56
2015,Gujarat,District_64,Central Plateau and Hills,Wheat,Rabi,101180,403.07,51.76,Sandy,150.36,234101,2.31
2006,Bihar,District_79,Western Dry Region,Wheat,Rabi,11520,618.36,91.62,Laterite,144.63,31844,2.76
2007,Uttar Pradesh,District_85,Trans-Gangetic Plains,Rice,Kharif,15194,1162.56,69.94,Red,94.57,36984,2.43
2009,Punjab,District_64,Western Dry Region,Maize,Rabi,27099,442.11,85.76,Alluvial,82.18,45089,1.66
2014,Uttar Pradesh,District_18,Western Dry Region,Rice,Rabi,144883,1498.83,61.29,Red,65.81,239799,1.66
2007,Rajasthan,District_32,Eastern Plateau and Hills,Rice,Kharif,107156,320.63,39.33,Laterite,75.47,248928,2.32
2012,Rajasthan,District_19,Western Plateau,Sugarcane,Rabi,121767,1745.4,27.47,Clay,229.67,442586,3.63
2011,Karnataka,District_94,Western Plateau,Wheat,Kharif,28997,1864.34,77.52,Alluvial,98.2,101171,3.49
2007,Punjab,District_33,Upper Gangetic Plains,Wheat,Rabi,62345,1453.82,23.71,Clay,75.68,217419,3.49
2014,Tamil Nadu,District_62,Cauvery Delta Zone,Rice,Rabi,100879,1379.43,45.25,Black,124.19,236362,2.34
2011,Karnataka,District_22,Lower Gangetic Plains,Maize,Zaid,39095,1305.41,42.2,Alluvial,104.1,132167,3.38
2010,Tamil Nadu,District_29,Trans-Gangetic Plains,Sugarcane,Kharif,108181,423.89,34.08,Black,50.62,211321,1.95
2018,Rajasthan,District_88,Lower Gangetic Plains,Maize,Zaid,128168,875.93,64.34,Alluvial,143.02,414982,3.24
2013,Andhra Pradesh,District_4,Northern Hill Zone,Maize,Zaid,146347,1373.92,99.3,Black,52.4,276363,1.89
2017,Maharashtra,District_50,Central Plateau and Hills,Sugarcane,Zaid,139868,658.86,90.34,Black,57.76,492597,3.52
2012,Maharashtra,District_76,Eastern Plateau and Hills,Sugarcane,Zaid,96333,307.69,37.71,Black,243.38,269675,2.8
2003,Bihar,District_100,Eastern Plateau and Hills,Maize,Zaid,133196,1202.2,26.85,Black,131.6,400053,3
2016,Maharashtra,District_4,Central Plateau and Hills,Maize,Kharif,119973,902.12,84.91,Red,158.1,344106,2.87
2018,Andhra Pradesh,District_5,Lower Gangetic Plains,Maize,Zaid,14627,694.43,75.16,Clay,202.07,50286,3.44
2008,Karnataka,District_83,Western Plateau,Wheat,Kharif,98241,1672.81,71.34,Sandy,102.86,187762,1.91
2006,Uttar Pradesh,District_39,Upper Gangetic Plains,Wheat,Zaid,142738,1494.13,62.61,Sandy,235.92,218506,1.53
2000,Bihar,District_57,Cauvery Delta Zone,Wheat,Rabi,114829,1401.12,78.68,Clay,146.8,427293,3.72
2006,Karnataka,District_31,Central Plateau and Hills,Wheat,Rabi,128027,1947.56,61.25,Sandy,277.89,436419,3.41
2006,Uttar Pradesh,District_7,Trans-Gangetic Plains,Sugarcane,Rabi,83152,1412.82,61.32,Sandy,70.49,271997,3.27
2019,West Bengal,District_12,Lower Gangetic Plains,Rice,Rabi,60983,1540.82,51.01,Alluvial,105.18,162732,2.67
2006,Gujarat,District_10,Western Plateau,Wheat,Kharif,74958,738.4,84.98,Red,54.5,260977,3.48
2007,Karnataka,District_29,Cauvery Delta Zone,Maize,Zaid,95321,1597.04,32.13,Laterite,74.38,221082,2.32
2015,Gujarat,District_85,Central Plateau and Hills,Rice,Kharif,53509,1228.94,90.47,Clay,167.24,84064,1.57
2002,Karnataka,District_13,Central Plateau and Hills,Wheat,Kharif,63464,1262.45,71.9,Black,168.84,263893,4.16
2012,Uttar Pradesh,District_87,Eastern Plateau and Hills,Cotton,Kharif,139257,537.88,68.29,Laterite,94.17,589051,4.23
2009,Punjab,District_70,Northern Hill Zone,Cotton,Zaid,105810,1549.71,93.7,Sandy,166.21,276765,2.62
2017,Bihar,District_31,Eastern Plateau and Hills,Sugarcane,Rabi,41606,1432.75,71.76,Red,175.74,147056,3.53
2006,West Bengal,District_9,Trans-Gangetic Plains,Cotton,Rabi,91198,555.71,36.88,Red,299.47,193778,2.12
2020,Uttar Pradesh,District_51,Central Plateau and Hills,Sugarcane,Kharif,16920,605.22,85.24,Clay,296.27,67619,4
2020,Tamil Nadu,District_88,Trans-Gangetic Plains,Sugarcane,Rabi,78384,1767.61,95.28,Black,256.5,290431,3.71
2004,Punjab,District_16,Western Plateau,Sugarcane,Rabi,9120,1351.79,46.66,Red,284.34,36209,3.97
2006,Andhra Pradesh,District_59,Eastern Plateau and Hills,Rice,Zaid,140821,559.03,41.37,Black,248.36,511527,3.63
2016,Tamil Nadu,District_58,Lower Gangetic Plains,Rice,Kharif,69884,666.65,73.61,Clay,168.16,122118,1.75
2003,Andhra Pradesh,District_11,Eastern Plateau and Hills,Cotton,Kharif,61684,1096.6,94.89,Laterite,102.45,196435,3.18
2015,Bihar,District_36,Central Plateau and Hills,Rice,Kharif,99492,1832.06,43.54,Clay,253.55,228449,2.3
2018,Bihar,District_1,Central Plateau and Hills,Wheat,Kharif,14501,1158.1,47.65,Black,140.7,32263,2.22
2009,Tamil Nadu,District_21,Trans-Gangetic Plains,Sugarcane,Rabi,35731,607.69,25.64,Clay,153.26,121722,3.41
2002,Bihar,District_44,Lower Gangetic Plains,Wheat,Rabi,46690,1741.35,79.27,Sandy,220.08,166276,3.56
2002,Maharashtra,District_100,Eastern Plateau and Hills,Rice,Rabi,33894,1009.55,85.59,Clay,278.61,69134,2.04
2016,Gujarat,District_37,Central Plateau and Hills,Maize,Kharif,54774,1481.46,38.62,Laterite,133.56,160884,2.94
2009,Rajasthan,District_6,Lower Gangetic Plains,Rice,Zaid,148836,528.62,90.82,Clay,277.19,250172,1.68
2016,Uttar Pradesh,District_14,Northern Hill Zone,Sugarcane,Rabi,20834,1601.09,59.09,Sandy,269.86,67107,3.22
2016,Andhra Pradesh,District_93,Trans-Gangetic Plains,Maize,Kharif,91468,1861.32,41.13,Laterite,248.7,363688,3.98
2020,West Bengal,District_1,Eastern Plateau and Hills,Maize,Kharif,49494,1699.12,67.22,Laterite,257.62,191033,3.86
2003,Rajasthan,District_8,East Coast Plains & Hills,Sugarcane,Kharif,132757,352.25,66.05,Clay,142.73,300467,2.26
2020,Maharashtra,District_44,East Coast Plains & Hills,Cotton,Rabi,84617,1298.54,46.65,Black,212.07,358156,4.23
2005,Punjab,District_83,Trans-Gangetic Plains,Rice,Kharif,83637,1282.29,72.43,Clay,285.89,282196,3.37
2011,Punjab,District_87,Upper Gangetic Plains,Rice,Zaid,63181,1687.37,83.55,Laterite,255.37,216756,3.43
2019,Uttar Pradesh,District_75,Western Plateau,Maize,Rabi,103670,1990.56,77.24,Alluvial,99.96,404392,3.9
2016,Rajasthan,District_27,Cauvery Delta Zone,Maize,Rabi,54650,1884.19,49.91,Clay,285.58,107821,1.97
2016,Rajasthan,District_36,Trans-Gangetic Plains,Sugarcane,Kharif,26627,474.22,85.37,Laterite,289.88,54163,2.03
2009,Uttar Pradesh,District_42,Western Dry Region,Sugarcane,Rabi,138192,1593.28,73.19,Red,270.38,254710,1.84
2006,Andhra Pradesh,District_20,Trans-Gangetic Plains,Cotton,Kharif,77818,1877.66,42.72,Clay,281.58,209361,2.69
2015,Karnataka,District_8,Western Dry Region,Maize,Kharif,11571,992.82,89.23,Black,228.74,42307,3.66
2012,Uttar Pradesh,District_46,Trans-Gangetic Plains,Rice,Kharif,138191,1880.28,22.19,Clay,130.26,496153,3.59
2002,Bihar,District_100,Western Dry Region,Sugarcane,Rabi,105046,1837.12,71.65,Sandy,96.46,296554,2.82
2001,Gujarat,District_52,Western Plateau,Wheat,Kharif,145865,1388.39,62.57,Sandy,186.5,542549,3.72
2015,Rajasthan,District_26,Lower Gangetic Plains,Rice,Zaid,82968,1842.77,74.14,Laterite,126,345652,4.17
2005,Karnataka,District_35,Upper Gangetic Plains,Maize,Kharif,123446,1557.71,62.02,Black,119.32,499852,4.05
2005,Uttar Pradesh,District_60,East Coast Plains & Hills,Sugarcane,Kharif,59635,1364.93,96.87,Red,169.23,132169,2.22
2012,Punjab,District_3,Upper Gangetic Plains,Sugarcane,Rabi,121365,831.32,47.16,Alluvial,56.41,378790,3.12
2006,West Bengal,District_4,Upper Gangetic Plains,Wheat,Kharif,46328,1249.22,42.24,Sandy,221.04,170216,3.67
2004,Punjab,District_93,Western Plateau,Cotton,Rabi,47024,1456.76,42.15,Clay,168.71,207881,4.42
2006,Uttar Pradesh,District_62,Trans-Gangetic Plains,Rice,Rabi,47436,1185.79,59.47,Red,219.61,203864,4.3
2001,Gujarat,District_64,Central Plateau and Hills,Sugarcane,Rabi,68997,1152.26,73.13,Red,220.7,122291,1.77
2016,Gujarat,District_50,Upper Gangetic Plains,Cotton,Zaid,28862,1821.01,26.43,Alluvial,119.67,109775,3.8
2012,Punjab,District_92,East Coast Plains & Hills,Wheat,Zaid,37719,1974.1,93.09,Black,126.52,135799,3.6
2020,Andhra Pradesh,District_19,Trans-Gangetic Plains,Wheat,Zaid,119462,1518.31,41.11,Alluvial,91.88,503610,4.22
2020,Tamil Nadu,District_43,Central Plateau and Hills,Rice,Zaid,24919,882.95,21.02,Alluvial,163.49,42371,1.7
2015,West Bengal,District_92,Cauvery Delta Zone,Rice,Rabi,46591,1823.53,94.05,Alluvial,294.81,176765,3.79
2019,Bihar,District_82,Western Dry Region,Sugarcane,Zaid,61328,1698.55,39.08,Clay,243.16,124194,2.03
2001,Punjab,District_14,Western Plateau,Sugarcane,Rabi,128428,1559.65,72.99,Clay,61.59,541635,4.22
2004,Tamil Nadu,District_14,Northern Hill Zone,Rice,Zaid,148624,962.35,22.83,Alluvial,129.83,615577,4.14
2017,Gujarat,District_54,Western Plateau,Rice,Zaid,54927,1324.62,69.34,Sandy,107.41,114612,2.09
2006,Bihar,District_29,Northern Hill Zone,Sugarcane,Zaid,14495,957.68,41.56,Sandy,117.29,55461,3.83
2010,Bihar,District_3,Lower Gangetic Plains,Sugarcane,Kharif,13271,594.36,35.96,Black,191.66,39627,2.99
2010,Bihar,District_98,Central Plateau and Hills,Sugarcane,Kharif,49435,1620.76,25.05,Black,101.8,107822,2.18
2016,Gujarat,District_73,East Coast Plains & Hills,Wheat,Kharif,78988,1489.48,91.43,Sandy,81.29,278901,3.53
2015,Rajasthan,District_5,Western Plateau,Maize,Rabi,148810,813.36,94.3,Sandy,178.71,417895,2.81
2012,Andhra Pradesh,District_93,Western Plateau,Rice,Zaid,96487,1167.94,86.17,Sandy,236.97,295586,3.06
2004,Andhra Pradesh,District_5,Trans-Gangetic Plains,Wheat,Kharif,35936,1313.94,43.52,Clay,240.59,133239,3.71
2019,Tamil Nadu,District_45,Northern Hill Zone,Sugarcane,Rabi,144933,1669.76,20.01,Black,228.85,525887,3.63
2015,Tamil Nadu,District_64,Lower Gangetic Plains,Maize,Kharif,8086,348.09,39.28,Laterite,148.15,17511,2.17
2015,West Bengal,District_64,Northern Hill Zone,Maize,Rabi,64868,1782.51,67.01,Red,294.73,222867,3.44
2015,Rajasthan,District_43,Western Plateau,Wheat,Rabi,126217,948.13,46.4,Sandy,238.12,563194,4.46
2013,Gujarat,District_43,Central Plateau and Hills,Cotton,Kharif,45057,1188.07,30.64,Red,75.37,160582,3.56
2005,Maharashtra,District_51,Eastern Plateau and Hills,Cotton,Rabi,86173,1090.83,35.99,Laterite,239.34,291147,3.38
2001,Maharashtra,District_13,Western Plateau,Sugarcane,Kharif,31309,1641.21,84.42,Black,282.21,139102,4.44
2013,Uttar Pradesh,District_90,Cauvery Delta Zone,Cotton,Zaid,102372,1425.42,45.09,Alluvial,250.74,182525,1.78
2015,Maharashtra,District_73,Cauvery Delta Zone,Sugarcane,Zaid,51909,1567.94,30.76,Black,197.14,107509,2.07
2019,Maharashtra,District_68,Lower Gangetic Plains,Cotton,Rabi,130009,1950.67,67.73,Red,125.54,447145,3.44
2012,Karnataka,District_95,East Coast Plains & Hills,Wheat,Kharif,116337,1623.71,65.67,Black,193.81,346178,2.98
2014,Gujarat,District_69,Northern Hill Zone,Maize,Zaid,101941,1549.73,52.08,Sandy,272.56,281935,2.77
2011,Gujarat,District_7,Lower Gangetic Plains,Rice,Rabi,67666,531.29,60.62,Laterite,224.4,301402,4.45
2008,Rajasthan,District_92,East Coast Plains & Hills,Maize,Zaid,40268,899.01,40.67,Black,219.72,179783,4.46
2017,Tamil Nadu,District_78,Upper Gangetic Plains,Cotton,Kharif,91846,1310.34,75.65,Sandy,115.75,411792,4.48
2020,Andhra Pradesh,District_88,Western Plateau,Maize,Rabi,89860,802.93,37.73,Laterite,186.17,403733,4.49
2013,Bihar,District_42,Upper Gangetic Plains,Cotton,Rabi,18850,1411.71,66.68,Sandy,209.94,36655,1.94
2019,Maharashtra,District_5,Lower Gangetic Plains,Sugarcane,Rabi,71859,746.54,58.37,Clay,50.54,264031,3.67
2003,Andhra Pradesh,District_47,Eastern Plateau and Hills,Rice,Rabi,116293,840.22,31.09,Sandy,57.83,226118,1.94
2007,Andhra Pradesh,District_48,Western Plateau,Sugarcane,Rabi,97613,356.51,51.89,Laterite,222.46,425490,4.36
2007,Bihar,District_98,Lower Gangetic Plains,Rice,Zaid,104559,693.61,61.29,Red,82.16,271116,2.59
2015,Rajasthan,District_92,Eastern Plateau and Hills,Sugarcane,Rabi,33700,1169.75,22.59,Laterite,92.11,105149,3.12
2009,Bihar,District_47,Upper Gangetic Plains,Sugarcane,Zaid,96359,1378.36,84.07,Alluvial,244.66,170821,1.77
2020,Karnataka,District_8,Cauvery Delta Zone,Maize,Zaid,37253,1050.43,77.91,Alluvial,146.23,62598,1.68
2016,Karnataka,District_21,Cauvery Delta Zone,Rice,Rabi,75980,878.84,40.48,Red,164.43,298768,3.93
2000,Bihar,District_88,Lower Gangetic Plains,Maize,Rabi,100035,1260.44,39.71,Laterite,94.66,338875,3.39
2017,Gujarat,District_24,Cauvery Delta Zone,Sugarcane,Kharif,135513,406.82,45.22,Black,271.27,414068,3.06
2009,Uttar Pradesh,District_13,Cauvery Delta Zone,Maize,Kharif,53120,764.36,84.07,Laterite,269.49,98207,1.85
2020,Punjab,District_15,Cauvery Delta Zone,Cotton,Kharif,75678,956.22,92.06,Sandy,194.41,292706,3.87
2003,Uttar Pradesh,District_89,Upper Gangetic Plains,Sugarcane,Zaid,13170,1115.85,33.87,Red,206.85,36325,2.76
2000,Karnataka,District_53,East Coast Plains & Hills,Cotton,Kharif,99525,1672.45,20.51,Sandy,118.3,211216,2.12
2003,Karnataka,District_92,Eastern Plateau and Hills,Sugarcane,Zaid,8093,1580.83,79.43,Clay,295.79,29921,3.7
2003,Tamil Nadu,District_72,Lower Gangetic Plains,Cotton,Zaid,119779,1103.08,55,Laterite,231.42,398779,3.33
2003,Gujarat,District_31,Eastern Plateau and Hills,Cotton,Zaid,137284,1136.74,72.35,Clay,275.75,298670,2.18
2016,Punjab,District_71,Western Dry Region,Sugarcane,Rabi,47641,1494.02,89.91,Sandy,209.36,148005,3.11
2008,Tamil Nadu,District_51,East Coast Plains & Hills,Cotton,Zaid,108106,1153.15,94.34,Laterite,197.35,449738,4.16
2018,Karnataka,District_47,East Coast Plains & Hills,Rice,Kharif,57957,524.88,52.48,Alluvial,138.82,182984,3.16
2012,Rajasthan,District_39,Eastern Plateau and Hills,Cotton,Kharif,66248,1084.33,39.69,Black,270.42,147338,2.22
2003,Uttar Pradesh,District_81,Lower Gangetic Plains,Sugarcane,Kharif,103082,1324.15,83.98,Laterite,70.54,299886,2.91
2004,Maharashtra,District_57,Western Dry Region,Rice,Kharif,88110,1296.1,50.2,Sandy,237.38,214122,2.43
2012,Tamil Nadu,District_50,Northern Hill Zone,Rice,Zaid,9249,517.4,27.85,Red,134.87,18122,1.96
2015,Bihar,District_57,East Coast Plains & Hills,Rice,Kharif,76839,1949.68,78.06,Black,202.11,122543,1.59
2004,Uttar Pradesh,District_35,Eastern Plateau and Hills,Maize,Zaid,131741,924.73,79.35,Alluvial,126.3,563249,4.28
2007,Maharashtra,District_86,Lower Gangetic Plains,Rice,Rabi,80887,1979.39,36.22,Laterite,222.65,317206,3.92
2015,Maharashtra,District_7,Northern Hill Zone,Maize,Kharif,137184,1690.64,22.04,Laterite,235.17,570849,4.16
2000,Rajasthan,District_53,East Coast Plains & Hills,Wheat,Zaid,124610,709.18,29.58,Red,61.19,420682,3.38
2005,Maharashtra,District_10,Upper Gangetic Plains,Cotton,Zaid,124431,1861.02,45.13,Laterite,69.47,464077,3.73
2010,Karnataka,District_92,Western Dry Region,Maize,Zaid,140924,693.49,48.87,Laterite,234.28,489524,3.47
2015,Andhra Pradesh,District_39,Upper Gangetic Plains,Sugarcane,Kharif,134053,533.95,90.94,Sandy,187.69,344271,2.57
2004,Andhra Pradesh,District_58,Lower Gangetic Plains,Rice,Kharif,135380,1019.73,61.02,Sandy,182.66,561915,4.15
2015,West Bengal,District_93,Northern Hill Zone,Sugarcane,Kharif,135966,540.01,90.54,Clay,191.63,333550,2.45
2006,Punjab,District_35,Central Plateau and Hills,Rice,Zaid,71938,381.47,35,Alluvial,129.48,323175,4.49
2018,Rajasthan,District_59,Cauvery Delta Zone,Sugarcane,Zaid,106620,852.42,82.11,Black,111.25,465662,4.37
2000,West Bengal,District_22,Trans-Gangetic Plains,Cotton,Rabi,102764,803.47,27.33,Laterite,52.71,204684,1.99
2008,Punjab,District_9,Central Plateau and Hills,Cotton,Zaid,49108,1870.23,85.56,Red,91.9,155505,3.17
2017,Andhra Pradesh,District_100,Trans-Gangetic Plains,Wheat,Zaid,23461,1019.91,49.87,Alluvial,243.98,47893,2.04
2012,Rajasthan,District_8,Western Dry Region,Sugarcane,Rabi,86245,1984.17,73.6,Clay,297.36,140731,1.63
2014,Karnataka,District_94,Cauvery Delta Zone,Wheat,Kharif,36329,509.13,95.4,Clay,133.55,93927,2.59
2002,Gujarat,District_94,Central Plateau and Hills,Sugarcane,Zaid,91928,1203.47,84.16,Red,277.14,342809,3.73
2009,Tamil Nadu,District_58,East Coast Plains & Hills,Cotton,Rabi,75103,1523.56,36.73,Sandy,56.54,147605,1.97
2008,Tamil Nadu,District_95,Lower Gangetic Plains,Wheat,Zaid,10576,825.97,76.92,Laterite,274.58,29137,2.76
2012,Uttar Pradesh,District_22,Cauvery Delta Zone,Rice,Rabi,146854,547.83,48.46,Clay,201.57,448313,3.05
2015,Andhra Pradesh,District_95,Cauvery Delta Zone,Cotton,Kharif,13344,1344.95,72.5,Laterite,234.96,43217,3.24
2002,Andhra Pradesh,District_40,Central Plateau and Hills,Maize,Zaid,78056,1289.54,26.97,Alluvial,240.5,347403,4.45
2014,Karnataka,District_28,Central Plateau and Hills,Cotton,Rabi,98477,870.4,20.66,Red,167.85,319972,3.25
2016,West Bengal,District_46,East Coast Plains & Hills,Cotton,Kharif,35458,740.89,94.55,Laterite,289.25,62504,1.76
2013,Gujarat,District_69,Lower Gangetic Plains,Maize,Rabi,138558,1747.52,95.57,Red,64.1,370388,2.67
2006,Andhra Pradesh,District_81,East Coast Plains & Hills,Sugarcane,Rabi,76460,1918.62,31.8,Laterite,52.04,206201,2.7
